pharmacyID,medicineID,quantity,discount
3287,9088,3783,0
3287,4409,7164,20
3287,30607,3508,0
3287,47349,6892,0
3287,43786,3875,20
3287,10224,425,30
3287,45592,6646,0
3287,25646,4834,0
3287,4996,8748,10
3287,4604,9198,0
3287,40280,5615,20
3287,38608,6594,10
3287,33558,9324,0
3287,43236,6594,10
3287,11082,8501,10
3287,12841,8445,20
3287,34132,2817,10
3287,38831,4711,30
3287,37474,6833,10
3287,43168,6394,30
3287,5107,6477,10
3287,11954,1177,30
3287,14791,6647,30
3287,14943,6395,0
3287,23248,4599,20
3287,42981,184,0
3287,2702,7730,0
3287,35896,9694,0
3287,4821,3786,20
3287,50776,9108,30
3287,13611,9704,0
3287,20788,8217,30
3287,10893,802,10
3287,6631,1028,0
3287,18032,909,30
3287,11036,6887,10
3287,51720,5905,10
3287,37431,4911,20
3287,22609,7355,20
3287,21119,4306,10
3287,32342,8164,10
3287,45779,6130,30
3287,50929,6499,20
3287,37027,815,20
3287,5486,9576,10
3287,51843,5671,30
3287,13485,4721,30
3287,37587,4926,30
3287,36803,2159,0
3287,9837,9209,30
3287,2706,4444,20
3287,7418,5267,30
3287,24408,2969,10
3287,9266,964,10
3287,37664,5258,20
3287,36039,8546,20
3287,7787,5506,20
3287,34537,1370,0
3287,33050,568,30
3287,23730,6640,10
3287,1548,4457,0
3287,18571,6316,10
3287,21639,6599,20
3287,15637,5905,0
3287,18500,6646,20
3287,30258,5140,10
3287,11756,3973,10
3287,24823,4772,0
3287,14805,422,20
3287,43885,1590,10
3287,36477,8661,30
3287,46270,1214,0
3287,44846,1845,0
3287,26455,200,30
3287,21476,6256,20
3287,24062,6574,0
3287,40725,2066,20
3287,52895,2250,30
3287,44978,1537,30
3287,11400,6432,0
3287,40113,9300,20
3287,7273,7250,0
3287,33030,6863,30
3287,42818,5579,30
3287,38665,6587,20
8184,3465,4058,30
8184,21670,6536,30
8184,15734,9146,20
8184,42020,1342,20
8184,24715,5003,0
8184,13982,9505,30
8184,3976,3422,30
8184,37165,4094,10
8184,42900,9640,20
8184,23071,3027,30
8184,51619,9863,20
8184,52436,8747,30
8184,19878,3194,10
8184,34025,9763,30
8184,50130,2485,10
8184,26191,8851,30
8184,50543,8404,10
8184,3986,3497,10
8184,35654,4385,20
8184,53233,2539,30
8184,253,8763,10
8184,11109,8622,20
8184,32943,6150,20
8184,6192,3107,0
8184,733,8711,10
8184,14164,1993,30
8184,48328,855,20
8184,21960,6380,0
8184,12756,5189,10
8184,2543,9154,30
8184,42586,8541,20
8184,24368,9988,20
8184,22190,1158,0
8184,36697,5223,30
8184,29412,6137,0
8184,48715,3008,0
8184,35991,1337,30
8184,11232,7052,0
8184,24144,2900,20
8184,17712,718,20
8184,25153,7963,20
8184,9561,8171,0
8184,8540,5067,0
8184,49304,3512,30
8184,50161,9349,30
8184,29510,8010,10
8184,23524,2618,10
8184,33632,3031,20
8184,20883,2716,10
8184,44948,2235,30
8184,48111,6323,30
8184,29838,9979,20
8184,49808,9347,30
8184,51402,3238,0
8184,30663,8237,0
8184,16459,9547,30
8184,7968,6083,20
8184,33807,3383,10
8184,42169,7777,30
8184,29933,7790,20
8184,44851,9839,10
8184,50155,1256,20
8184,23546,5888,10
8184,31361,5052,30
8184,11346,6379,20
8184,18403,2546,20
8184,10418,5820,30
8184,17376,3841,30
8184,47129,8395,20
8184,46079,8458,0
8184,25503,7274,10
8184,280,5244,30
8184,22366,6736,10
8184,10602,6490,10
8184,48897,2182,30
8184,3033,6768,10
8184,51683,513,30
8184,32313,5007,20
8184,20219,9122,30
8184,7380,8034,10
8184,48307,8398,30
8184,10218,4471,10
8184,31888,6633,20
8184,40322,1290,0
8184,32511,9222,0
8184,29829,8058,20
8184,49486,3217,20
8184,7030,5201,30
8184,12327,2888,0
8184,3822,8662,0
8184,5958,9218,10
8184,30223,5721,20
8184,20868,5,20
8184,15498,8557,20
8184,42938,6414,20
8184,26977,8622,10
8184,2754,9246,20
8184,48214,3041,0
8184,48395,6447,0
8184,50661,9913,0
8184,11480,4893,0
8184,32354,6531,10
8184,27351,4735,20
8184,42892,1217,20
8184,5908,4417,20
8184,15335,6515,20
8184,52065,8342,0
8184,52473,8152,20
8184,30452,1363,0
8184,38947,4237,0
8184,4435,6933,10
8184,18624,3979,30
8184,17083,6320,0
8184,14228,8599,20
8184,1010,6988,0
8184,550,9916,20
8184,14445,1505,30
8184,29336,6220,20
8184,30725,5455,30
8184,5407,3749,0
8184,14894,4787,0
8184,8519,1795,30
8184,36828,2627,0
8184,5190,3759,10
8184,19890,624,0
8184,14404,426,30
8184,13101,1331,10
8184,36940,6781,10
8184,16585,1885,30
8184,50003,6294,10
8184,20154,8163,10
8184,4875,3931,0
8184,22601,2451,20
8184,22957,9973,30
8184,20330,2448,30
8184,310,587,20
8184,47278,8301,10
8184,45660,4347,30
8184,15971,168,30
8184,52965,841,0
8184,4463,3715,20
8184,13610,3856,0
8184,7944,4465,10
8184,47801,4202,10
8184,17165,4328,30
8184,21462,3368,30
8184,20191,5168,30
8184,2809,8484,30
8184,48136,3883,30
8184,33529,8006,30
8184,45128,4632,0
8184,31704,6159,0
8184,33596,4246,10
8184,40696,1275,30
8184,39681,5622,30
8184,18668,3155,20
8184,27656,57,0
8184,30045,5043,30
8184,34853,8970,10
8184,52752,416,0
8184,34955,5931,10
8184,5484,7992,10
8184,21565,8248,0
8184,37824,5114,0
8184,7104,8342,10
8184,10381,4639,20
8184,23444,1298,10
8184,20408,5971,0
8184,43225,2722,30
8184,46413,6328,0
8184,23145,9229,20
8184,57,3173,20
8184,30399,1997,10
8184,8858,5918,30
8184,23029,4502,30
8184,23022,8563,30
8184,47998,1675,30
8184,46472,4176,10
8184,21589,5005,0
8184,13092,9167,30
8184,17094,5390,0
8184,12840,9911,10
8184,19159,7710,10
8184,45600,5571,10
8184,12521,8384,10
8184,8430,1419,30
8184,7110,2224,10
8184,2457,7984,10
8184,42774,6737,30
8184,7829,6816,10
8184,5266,3077,0
8184,22379,5437,10
8184,16076,3447,30
8184,43776,6095,20
8184,47181,8409,0
8184,47676,6436,30
8184,3613,4918,30
8184,46017,8720,10
8184,33886,7302,30
8184,48901,6888,30
8184,23752,4911,30
8184,12371,4596,30
8184,14103,7778,30
8184,22585,4497,20
8184,29657,4993,0
8184,30360,5869,0
8184,31447,8031,10
8184,18768,8089,30
8184,41578,9595,20
8184,41270,453,0
8184,38000,534,10
8184,391,9854,30
8184,4655,6302,10
8184,31333,4239,0
8184,1796,8168,30
8184,32631,9840,10
8184,9808,6404,0
8184,41028,3385,10
8184,52166,4346,10
8184,48652,1313,10
8184,12138,1514,20
8184,15978,1085,30
8184,10894,2221,10
8184,22368,409,10
8184,16191,5903,10
8184,32789,5517,0
8184,31471,5336,0
8184,52020,8165,20
8184,53071,6360,10
8184,18833,1860,0
8184,29568,1462,30
8184,33830,1186,0
8184,44179,9404,0
8184,31162,9753,30
8184,39769,2302,0
8184,27829,5642,10
8184,8451,5625,20
8184,42508,6753,20
8184,33791,1614,0
8184,18075,9877,30
8184,34993,3204,30
8184,632,7911,20
8184,6706,3670,20
8184,24987,5641,30
8184,28312,646,20
8184,27747,9258,30
8184,43387,330,20
8184,16742,1162,0
8184,26334,3854,30
8184,43211,3071,20
8184,44430,2496,10
8184,10167,1457,20
8184,20266,1201,30
8184,32144,5739,20
8184,28670,5830,20
8184,46994,253,0
8184,46906,3013,20
8184,11279,5284,10
8184,4086,3565,0
8184,11758,1154,30
8184,12443,8155,20
8184,46173,8320,0
8184,29030,6738,30
8184,8010,988,30
8184,40007,2582,20
8184,19836,8969,20
8184,39246,317,30
8184,5002,6626,20
8184,7414,4660,10
8184,17654,2802,20
8184,22991,1406,0
8184,32867,318,20
8184,45409,7934,10
8184,5269,3342,10
8184,52466,1676,10
8184,41142,2358,30
8184,13108,746,20
8184,467,8601,10
8184,8888,5107,20
8184,52084,6534,10
8184,33360,5185,0
8184,14794,5405,10
8184,47600,9707,20
8184,37770,7684,10
8184,19820,4879,30
8184,38078,5289,30
8184,39446,1574,0
8184,30342,5254,0
8184,36845,1643,30
8184,21970,8760,10
8184,4468,82,20
8184,34342,2771,30
8184,47450,7245,10
8184,51821,615,20
8184,36428,8651,0
8184,5065,2250,0
8184,4169,1267,10
8184,53277,8728,30
8184,30863,4262,20
8184,21213,4261,0
8184,5026,6298,0
8184,29958,8503,20
8184,49291,8487,0
8184,23090,1984,30
8184,49709,9167,10
8184,44617,9175,0
8184,21344,3205,30
8184,35623,2693,10
8184,36514,2648,0
8184,1433,3974,20
8184,23312,7224,0
8184,28818,4043,20
8184,48844,2423,30
8184,12747,525,20
8184,41078,1624,0
8184,52006,4777,10
8184,6569,6827,0
8184,8940,5202,10
8184,17488,9729,10
8184,37117,4584,20
8184,50429,1017,10
8184,49025,5341,0
8184,48630,2828,0
8184,20759,3804,10
8184,31513,8817,20
8184,20488,968,10
8184,51061,1429,30
8184,20206,7595,30
8184,48534,7171,0
8184,2215,1200,30
8184,51957,4408,20
8184,36743,6704,0
8184,27313,9291,10
8184,47689,2245,20
8184,16988,2732,30
8184,31232,5509,0
8184,25614,3696,0
8184,10074,9856,30
8184,21170,8844,0
8184,36313,5031,20
8184,33974,9518,20
8184,27280,7043,20
8184,25199,2739,30
8184,49578,2752,0
8184,15614,5600,30
8184,52602,460,20
8184,1225,1018,20
8184,9508,2503,0
8184,32558,3289,20
8184,52000,2807,20
8184,41410,5367,0
8184,22098,8688,30
8184,39502,6813,20
8184,47639,2997,0
8184,40083,9860,0
8184,5565,4818,0
8184,23395,7445,30
8184,19367,2433,20
8184,42182,3024,30
8184,41361,6195,20
8184,35848,7619,0
8184,13506,166,0
8184,7201,9232,20
8184,49537,29,10
8184,34543,5042,0
8184,17605,7974,30
8184,20075,747,20
8184,36087,7975,0
8184,7457,8450,0
8184,33889,67,20
8184,13287,8753,30
8184,20820,5158,0
8184,4416,907,0
8184,24175,7412,0
8184,37981,6956,10
8184,13517,5739,10
8184,48084,963,0
8184,15414,8939,10
8184,41769,4067,30
8184,27157,2074,10
8184,10847,3105,20
8184,52403,2555,20
8184,36683,9928,30
8184,22248,3656,20
8184,2728,4939,10
8184,41329,537,0
8184,20693,7336,30
8184,12585,8443,10
8184,14949,2547,20
8184,17981,4459,0
8184,35501,4882,20
8184,37493,4091,30
8184,10238,7308,10
8184,9454,775,30
8184,4817,5174,30
8184,14629,8303,30
8184,48836,5815,20
8184,41236,1017,30
8184,4370,4337,0
8184,16181,2844,10
8184,11324,7445,20
8184,13864,1566,30
8184,32523,6861,30
8184,2812,5443,20
8184,8284,6955,30
8184,5393,1852,20
8184,39243,9691,0
8184,9879,6403,30
8184,17888,1519,0
8184,19961,2748,20
8184,42976,9127,0
8184,38461,839,10
8184,4522,1194,0
8184,23044,4223,10
8184,39107,6111,30
8184,36605,7687,30
8184,37552,4187,30
8184,34531,3750,30
8184,47022,2423,0
8184,23513,6950,0
8184,31994,5473,30
8184,43333,3707,30
8184,18048,5028,0
8184,28352,7082,0
8184,21984,8289,30
8184,47758,449,10
8184,19549,7431,10
8184,9682,8400,30
8184,43917,5287,20
8184,25571,4588,30
8184,46034,4898,20
8184,18704,1850,0
8184,40557,1955,20
8184,12931,7605,10
8184,25026,9,10
8184,10374,3855,10
8184,18422,2389,30
8184,11936,99,10
8184,30881,1455,20
8184,2116,979,10
8184,22334,8416,20
8184,4703,727,0
8184,10433,2231,20
8184,47748,346,10
8184,7424,9,10
8184,2853,3413,30
8184,11238,3144,30
8184,37134,8217,0
8184,576,7218,30
8184,42014,2633,20
8184,28596,3161,0
8184,13221,4837,10
8184,38751,7197,30
8184,46569,6569,0
8911,6280,620,20
8911,37870,9647,0
8911,51061,1375,20
8911,309,5950,10
8911,12490,4960,20
8911,26170,6797,0
8911,7995,8395,0
8911,15719,5051,10
8911,15650,5776,0
8911,42186,2758,10
8911,45271,3103,30
8911,48312,2349,20
8911,14289,3771,10
8911,23629,6969,10
8911,32677,5156,0
8911,50013,1983,0
8911,4326,961,0
8911,3475,4477,10
8911,42938,3465,30
8911,22098,9580,10
8911,52397,6978,0
8911,51868,8481,20
8911,18357,3045,20
8911,19605,3951,10
8911,33907,8770,0
8911,30786,2241,0
8911,16073,6180,20
8911,6688,729,0
8911,34457,5298,30
8911,10694,4519,0
8911,22381,9871,20
8911,53354,3797,10
8911,3627,9386,30
8911,19069,3616,20
8911,39903,9456,10
8911,38358,7837,0
8911,32760,6481,20
8911,6216,4866,20
8911,14523,5114,20
8911,52292,2655,0
8911,50016,4956,10
8911,8117,2570,10
8911,38674,7516,30
8911,18155,3008,30
8911,13799,9386,0
8911,46885,64,0
8911,2486,9698,0
8911,50990,9259,10
8911,29532,5302,10
8911,32381,254,10
8911,28810,2634,0
8911,38937,4659,0
8911,27644,6836,20
8911,35374,275,20
8911,52366,7674,10
8911,15436,7830,10
8911,49175,6787,0
8911,21818,1692,0
8911,14992,1039,30
8911,44538,2886,10
8911,13877,5983,0
8911,16588,7822,20
8911,33417,3830,30
8911,16996,2080,0
8911,11610,3800,0
8911,656,2319,30
8911,20413,550,0
8911,24381,4653,10
8911,10297,2043,0
8911,8814,4174,10
8911,6808,2389,0
8911,27850,2690,0
8911,45091,4825,0
8911,9688,1143,30
8911,33014,1860,30
8911,29552,5609,30
8911,4488,4980,0
8911,28569,2647,20
8911,41043,3551,10
8911,31509,2774,0
8911,26451,8832,10
8911,21012,1272,30
8911,49045,9893,20
8911,1693,1955,0
8911,3311,9124,20
8911,28249,9331,10
8911,13866,2411,30
8911,46858,5561,20
8911,37734,5766,30
8911,28113,4849,0
8911,46877,2786,30
8911,5585,3198,10
8911,51152,9948,20
8911,6121,8087,10
8911,15167,761,20
8911,3244,3420,0
8911,33329,7927,10
8911,3862,9244,20
8911,34076,3039,30
8911,52303,1692,10
8911,40773,4746,30
8911,19174,3081,0
8911,9110,9026,30
8911,37560,4338,20
8911,27413,9546,20
8911,10802,9032,20
8911,2995,3989,0
8911,45233,5840,0
8911,13545,550,10
8911,5229,65,30
8911,3680,6795,0
8911,16800,3927,10
8911,38581,5504,0
8911,29667,9120,0
8911,29222,8214,30
8911,3936,1134,10
8911,25822,9949,30
8911,42562,9603,10
8911,29995,5227,30
8911,24619,680,0
8911,25415,8634,20
8911,19345,3100,20
8911,19904,1895,10
8911,34383,5751,30
8911,23593,1547,10
8911,41627,8864,20
8911,1445,1877,20
8911,8023,5425,30
8911,21402,7527,0
8911,51051,6625,30
8911,15013,2978,30
8911,42003,9033,10
8911,1640,9484,0
8911,8243,7347,20
8911,45983,5292,10
8911,50737,2229,10
8911,13652,9637,30
8911,4077,2402,10
8911,47978,3544,0
8911,10593,6498,30
8911,15924,1384,30
8911,38074,5288,20
8911,14780,5482,30
8911,11092,890,30
8911,52254,6700,20
8911,22849,5085,0
8911,25068,3189,30
8911,19623,9891,10
8911,25343,1230,0
8911,27195,258,10
8911,412,8735,0
8911,19683,9495,10
8911,10148,6917,0
8911,9206,734,20
8911,27344,1484,30
8911,7576,9509,30
8911,36058,4917,20
8911,10707,3834,20
8911,11223,1427,20
8911,19642,2375,30
8911,12520,165,10
8911,989,6401,0
8911,18257,9041,30
8911,44066,4900,20
8911,17768,6148,30
8911,14841,4314,20
8911,52009,5955,0
8911,20996,1049,30
8911,15445,1004,30
8911,25633,3375,20
8911,4876,6858,10
8911,32189,1713,20
8911,30835,5678,10
8911,42669,6304,30
8911,25970,6816,0
8911,41502,8956,10
8911,8076,2243,30
8911,31663,7640,10
8911,22745,5929,20
8911,47482,136,20
8911,4631,6849,20
8911,15641,6691,0
8911,4659,3986,0
8911,12338,8590,0
8911,36292,683,0
8911,47052,3820,20
8911,36429,4917,0
8911,52387,6433,30
8911,40961,6780,10
8911,19378,3486,20
8911,26296,6164,20
8911,18671,1512,0
8911,27363,7666,30
8911,38909,5123,30
8911,53153,4,30
8911,52090,884,10
8911,34984,1068,20
8911,5399,8223,10
8911,6901,5021,30
8911,50225,6602,0
8911,11203,1606,0
8911,2671,3942,10
8911,53151,4350,30
8911,19108,865,10
8911,18592,1499,30
8911,18505,6714,30
8911,37926,4219,0
8911,16155,8326,10
8911,7989,7361,0
8911,22871,3156,10
8911,19981,267,10
8911,20264,9197,20
8911,38284,4785,0
8911,22728,7200,30
8911,46271,5578,20
8911,9913,1729,10
8911,13270,5167,30
8911,12379,8498,0
8911,19646,3491,20
8911,15729,1204,10
8911,12179,138,30
8911,33743,7382,0
8911,12815,8904,0
8911,27367,8904,10
8911,5803,9425,30
8911,14432,118,20
8911,48692,6649,20
8911,51690,613,10
8911,39232,6101,10
8911,48424,8469,30
8911,36935,9345,20
8911,21521,8044,10
8911,23212,648,30
8911,8390,9870,20
8911,42720,7012,0
8911,26673,7879,20
8911,38245,8520,20
8911,43229,1513,30
8911,41131,7178,30
8911,3133,3898,30
8911,45864,9310,0
8911,51525,2426,20
8911,35919,7019,10
8911,1464,6634,30
8911,19559,2018,0
8911,51240,592,30
8911,10554,9936,0
8911,7488,4636,30
8911,44319,5228,0
8911,45322,912,30
8911,22625,223,30
8911,41447,8230,30
8911,21392,9719,20
8911,29944,536,30
8911,19183,4310,10
8911,40109,9077,0
8911,639,3627,30
8911,4479,4805,20
8911,7764,6127,0
8911,52476,1564,10
8911,52204,8578,30
8911,2999,22,0
8911,2021,1520,0
8911,51544,1633,20
8911,2989,1739,10
8911,17089,3880,10
4996,1631,938,20
4996,41806,8203,0
4996,18468,7115,10
4996,23026,8000,30
4996,7227,8941,0
4996,35747,5558,20
4996,16385,8885,30
4996,306,6479,30
4996,40297,124,10
4996,25066,1,10
4996,16961,7841,10
4996,22891,4942,10
4996,35993,1409,30
4996,42467,7063,10
4996,19648,3757,10
4996,45619,5684,0
4996,1561,4640,10
4996,33027,2321,20
4996,26834,4932,30
4996,5832,6633,20
4996,15934,1169,30
4996,42218,4301,30
4996,8995,92,20
4996,27836,461,20
4996,53039,658,30
4996,5120,31,10
4996,44981,3332,0
4996,49163,6534,10
4996,18144,7223,0
4996,37692,7812,30
4996,8583,7260,10
4996,20340,8810,10
4996,22191,3328,10
4996,23069,8326,20
4996,45681,1969,0
4996,22994,2518,0
4996,12972,8988,20
4996,14619,3323,20
4996,43024,8648,10
4996,12212,9365,10
4996,48218,4458,10
4996,4452,4660,10
4996,18254,336,20
4996,21367,2106,0
4996,9536,1075,20
4996,15400,415,0
4996,26734,3336,30
4996,29018,1307,10
4996,20542,8150,0
4996,45769,8417,20
4996,16071,160,30
4996,38093,775,30
4996,2689,8652,0
4996,19771,174,30
4996,24726,1719,20
4996,24347,3693,10
4996,16181,1990,20
4996,49045,9239,0
4996,11194,4972,30
4996,2823,4320,0
4996,201,1760,30
4996,33351,7742,10
4996,110,4361,10
4996,17503,6901,20
4996,39476,4344,30
4996,48468,9222,20
4996,44383,8831,30
4996,18487,8831,0
4996,25065,3916,0
4996,53355,1851,20
4996,16336,7442,0
4996,53282,2008,20
4996,13198,3100,20
4996,24269,58,20
4996,25845,9496,20
4996,21114,4560,10
4996,11576,2,10
4996,646,1692,20
4996,21326,3403,30
4996,7171,9313,20
4996,49878,9338,0
4996,13555,9127,0
4996,19218,8463,10
4996,22687,7649,10
4996,16440,9421,10
4996,28438,4620,10
4996,3896,4439,30
4996,12006,8591,20
4996,14900,380,30
4996,12474,8816,30
4996,51871,9952,30
4996,13061,2622,0
4996,19172,3908,10
4996,51803,1736,20
4996,21809,8624,20
4996,42543,3073,20
4996,36263,6667,10
4996,1654,6279,30
4996,26766,3609,30
4996,36129,9236,10
4996,20162,3697,30
4996,18006,9868,10
4996,10090,7534,20
4996,44305,3667,20
4996,37277,1086,10
4996,2116,3605,0
4996,36733,3606,30
4996,13263,5884,10
4996,28273,2032,0
4996,43680,8308,20
4996,8992,8960,10
4996,37881,641,20
4996,18243,9102,20
4996,22027,805,10
4996,12411,5456,30
4996,423,9348,30
4996,51873,2191,20
4996,8671,1984,0
4996,37674,2110,10
4996,27428,7814,20
4996,38305,688,30
4996,5674,1834,30
4996,47180,1381,30
4996,24678,7206,20
4996,23227,1327,30
4996,15480,2339,10
4996,19758,5896,30
4996,20033,6128,30
4996,2694,2593,30
4996,42627,6461,0
4996,18656,8072,20
4996,39469,5668,10
4996,50791,9077,30
4996,46712,5793,20
4996,46873,936,20
4996,2857,7382,30
4996,23476,9787,10
4996,29204,940,0
4996,51748,7946,30
4996,41506,1836,0
4996,16774,8497,0
4996,49767,150,20
4996,30202,3400,20
4996,49087,8050,0
4996,13565,2187,0
4996,19671,345,10
4996,2774,757,20
4996,50244,4114,10
4996,24605,2247,10
4996,40356,4442,20
4996,20076,312,10
4996,13806,786,0
4996,31377,2816,10
4996,52400,4645,20
4996,36845,8846,20
4996,21955,8077,0
4996,25853,4420,10
4996,27806,2185,0
4996,47626,8971,10
4996,37821,9741,10
4996,29658,8153,10
4996,387,5507,10
4996,41271,2532,10
4996,52347,7596,20
4996,12288,9818,10
4996,47733,8464,20
4996,46086,3738,20
4996,26154,6477,10
4996,20274,2274,30
4996,21967,8103,30
4996,46125,2574,0
4996,18003,2256,10
4996,11948,1869,30
4996,4294,8000,20
4996,4697,887,20
4996,34922,852,0
4996,34116,4459,20
4996,29112,6080,10
4996,14062,5181,10
4996,2625,2796,20
4996,9558,3957,0
4996,2559,1541,0
4996,19435,6005,0
4996,27320,5289,20
4996,12751,6086,0
4996,14796,3731,30
4996,25746,3663,10
4996,43812,6122,20
4996,19926,5096,20
4996,7841,4794,0
4996,39884,6135,30
4996,13325,4812,20
4996,32089,8360,30
4996,14567,241,30
4996,16476,6590,20
4996,26417,6564,30
4996,23893,2176,20
4996,38142,8890,30
4996,6689,1527,30
4996,8717,3673,30
4996,37515,8156,10
4996,49046,7903,20
4996,26394,2802,20
4996,45961,3725,30
4996,15005,6480,0
4996,41201,6414,0
4996,16933,2795,20
4996,49061,4486,10
3703,27717,4036,30
3703,1981,1607,10
3703,5301,652,30
3703,45368,8086,20
3703,53233,8532,20
3703,16988,2398,30
3703,35853,2107,10
3703,40932,510,10
3703,49190,1743,0
3703,41810,5478,10
3703,24388,3213,10
3703,30342,3200,10
3703,24340,9940,20
3703,39077,5557,10
3703,30484,8781,10
3703,50435,336,30
3703,26506,8813,30
3703,15536,4503,10
3703,12913,2951,10
3703,3911,1215,30
3703,18081,5815,0
3703,38157,2951,20
3703,29953,9370,30
3703,46687,1138,30
3703,47478,2359,30
3703,34560,2036,30
3703,32589,2875,10
3703,15897,8687,0
3703,14358,401,20
3703,10130,3024,0
3703,25044,3127,30
3703,11354,9405,20
3703,46445,6449,30
3703,4453,622,30
3703,29982,1494,0
3703,18329,387,0
3703,24758,5258,0
3703,19592,54,10
3703,45694,8585,10
3703,4439,6490,30
3703,1853,1628,20
3703,29483,8626,30
3703,1592,2057,30
3703,3369,8693,20
3703,31800,8870,0
3703,12220,5111,10
3703,14318,3827,20
3703,44693,6576,10
3703,37939,636,30
3703,26798,8828,30
3703,34171,1235,20
3703,44340,4530,0
3703,38890,5654,0
3703,19623,3737,30
3703,16643,8592,20
3703,39333,4764,30
3703,42224,8567,30
3703,19062,1334,10
3703,8620,6592,0
3703,1122,6553,0
3703,49000,1268,20
3703,35738,3701,20
3703,51340,7272,0
3703,19439,9405,30
3703,50678,8121,10
3703,47181,4471,10
3703,14285,9493,20
3703,5022,7328,30
3703,14829,773,30
3703,35435,7508,20
3703,42954,3478,0
3703,33615,3089,10
3703,36927,4269,30
3703,15547,4759,30
3703,29607,4769,10
3703,40680,9717,20
3703,11224,6488,10
3703,16211,5981,0
3703,4743,7832,10
3703,50427,5436,30
3703,45020,9626,20
3703,23655,3533,20
3703,46963,2315,20
3703,13545,29,0
3703,33136,9385,10
3703,52285,3355,10
3703,40973,9137,10
3703,50903,9930,10
3703,20871,7170,20
3703,45707,5710,20
3703,44035,2469,10
3703,6541,9345,10
3703,42547,9161,10
3703,25430,807,10
3703,46189,9171,30
3703,22971,5728,20
3703,46849,212,30
3703,33114,2448,10
3703,46272,2743,20
3703,17266,8815,20
3703,43438,8976,0
3703,28670,5980,20
3703,44393,6466,10
3703,37408,8371,30
3703,3338,7273,30
3703,32962,8309,20
3703,50281,4741,0
3703,10156,7417,10
3703,14278,8062,0
3703,24636,7864,20
3703,7985,5360,10
3703,30746,1477,0
3703,16323,4177,10
3703,47127,3032,10
3703,21225,7838,20
3703,24803,9308,10
3703,38905,2556,30
3703,7534,526,20
3703,28440,3150,30
3703,7589,245,30
3703,5674,7229,30
3703,3344,7468,30
3703,39876,1357,20
3703,27350,1527,30
3703,25533,52,20
3703,3552,3997,0
3703,50533,6260,0
3703,17019,5615,20
3703,39559,865,0
3703,25004,5493,20
3703,35866,3881,10
3703,41360,6881,20
3703,44815,8573,20
3703,22712,6198,30
3703,52305,7823,20
3703,31829,6505,30
3703,14503,7571,20
3703,10668,4251,0
3703,15262,8578,20
3703,9584,9120,0
3703,15809,8618,0
3703,26109,5736,20
3703,14328,85,10
3703,33569,6411,30
3703,11190,4586,30
3703,25899,8829,20
3703,18080,1102,30
3703,27818,6109,30
3703,47471,8661,0
3703,36876,609,0
3703,48343,1169,10
